surrogate_model_prediction,benchmark_evaluation
,"{'Latency': 9.021489126342798, 'Perplexity': 34.77364730834961}"
,"{'Latency': 16.344017051001263, 'Perplexity': 21.060346603393555}"
,"{'Latency': 7.3395539403715135, 'Perplexity': 35.4959716796875}"
,"{'Latency': 15.632555890809046, 'Perplexity': 21.816408157348633}"
,"{'Latency': 8.29982377568984, 'Perplexity': 29.25995445251465}"
,"{'Latency': 10.560390638703982, 'Perplexity': 27.194684982299805}"
,"{'Latency': 10.123547281377094, 'Perplexity': 27.320554733276367}"
,"{'Latency': 15.228446803358178, 'Perplexity': 21.829776763916016}"
,"{'Latency': 14.627362298683593, 'Perplexity': 22.751630783081055}"
,"{'Latency': 14.118033518550986, 'Perplexity': 22.3562068939209}"
,"{'Latency': 8.828870497742344, 'Perplexity': 34.8348503112793}"
,"{'Latency': 13.677333167210783, 'Perplexity': 22.47488784790039}"
,"{'Latency': 14.644966795208859, 'Perplexity': 22.145334243774414}"
,"{'Latency': 13.75579843806161, 'Perplexity': 23.039316177368164}"
,"{'Latency': 8.435563073571483, 'Perplexity': 35.50823974609375}"
,"{'Latency': 9.30189108087857, 'Perplexity': 26.98911476135254}"
,"{'Latency': 9.340406502444775, 'Perplexity': 28.075275421142578}"
,"{'Latency': 7.878901318961363, 'Perplexity': 35.402488708496094}"
,"{'Latency': 15.645317345945136, 'Perplexity': 21.34085464477539}"
,"{'Latency': 10.558200381162461, 'Perplexity': 26.44355583190918}"
,"{'Latency': 16.067687928688436, 'Perplexity': 21.739221572875977}"
,"{'Latency': 7.847555030548207, 'Perplexity': 35.74877166748047}"
,"{'Latency': 9.656220933023599, 'Perplexity': 34.528228759765625}"
,"{'Latency': 14.317616193735011, 'Perplexity': 21.97365379333496}"
,"{'Latency': 9.853908440545013, 'Perplexity': 27.077741622924805}"
,"{'Latency': 15.089067952460203, 'Perplexity': 21.996904373168945}"
,"{'Latency': 8.207766901917962, 'Perplexity': 35.27920913696289}"
