surrogate_model_prediction,benchmark_evaluation
,"{'Latency': 15.233605882941411, 'Perplexity': 22.549652099609375}"
,"{'Latency': 7.8907998893187346, 'Perplexity': 35.17235565185547}"
,"{'Latency': 11.158480300737455, 'Perplexity': 26.766759872436523}"
,"{'Latency': 15.259163148621745, 'Perplexity': 22.070951461791992}"
,"{'Latency': 9.909946939179418, 'Perplexity': 27.66492462158203}"
,"{'Latency': 15.277642571086849, 'Perplexity': 21.591279983520508}"
,"{'Latency': 16.033867214768804, 'Perplexity': 21.470380783081055}"
,"{'Latency': 10.079125573456416, 'Perplexity': 34.532230377197266}"
,"{'Latency': 9.367529423293009, 'Perplexity': 35.51165008544922}"
,"{'Latency': 14.56984279125533, 'Perplexity': 22.309185028076172}"
,"{'Latency': 15.192346329212048, 'Perplexity': 21.50094985961914}"
,"{'Latency': 11.079262700612603, 'Perplexity': 28.046262741088867}"
,"{'Latency': 16.430988818773052, 'Perplexity': 21.1827449798584}"
